ObjectNum,Name,Type,Constellation,Magnitude,Info,RAHour,RAMinute,DecSign,DecDeg,DecMinute
3429,NGC 3428,Galaxy,Leo,,"pF, R",10,50.9,+,9,15
3436,MCG 1-28-16,Galaxy,Leo,,eS,10,42.4,+,7,56
3444,UGC 6004,Galaxy,Leo,,"Size: 1.2  eF, vS, pmE",10,53,+,10,13
3446,ESO 264-SC45,Open Cluster,Vel,,"Cl, pL, P, lC, iF, st 9...13",10,52.1,-,45,9
3453,ESO 569-17,Galaxy,Hya,,"F, S, R, bM",10,53.7,-,21,47
3460,NGC 3457,,Leo,,"pB, R, no * nr; = 3457",10,54.8,+,17,36
3461,,Galaxy,Leo,,F neb 5' nf 3460,10,54.9,+,17,39
3498,,Triple Star,Leo,,"eF, pL",11,1.9,+,14,23
3518,NGC 3110,Galaxy,Leo,,"eF, eS, lE",11,4.3,-,6,28
3520,ESO 570-4,Asterism,Crt,,"eF, vS, iR, gbM, sev vF st inv",11,5.5,-,17,56
3528,NGC 3497,Galaxy,Crt,,"Size: 3.0  F, S, R, pslbM, p of 2",11,7.3,-,19,28
3529,IC 2625,Galaxy,Crt,,"Size: 1.5  eF, S, R, vlbM, f of 2",11,7.3,-,19,33
3531,NGC 3526,,Leo,,"E 50deg , *11 at sp end; = 3526",11,6.9,+,7,10
3532,OCL 839,Open Cluster,Car,3,"Size: 55.  !!, Cl, eL, R, lC, st 8...12",11,6.4,-,58,40
3533,NGC 3557A,Galaxy,Cen,,"Size: 2.6  eeF, vS* att",11,7.2,-,37,10
3544,NGC 3571,Galaxy,Crt,,"vF, L, mE 95deg , bM; = 3571",11,11.5,-,18,17
3556,M 108,Galaxy,UMa,10.1,"Size: 8.3  cB, vL, vmE 79deg , pbM, r; =",11,11.5,+,55,40
3560,NGC 3559,Star,Leo,,"F, S, R, gbM",11,10.7,+,11,11
3568,ESO 377-20,Galaxy,Cen,,"Size: 2.4  vF, pL, R, * inv, 3 B st nr, ",11,10.8,-,37,27
3573,ESO 377-22,Galaxy,Cen,,"eF, S, R, glbM, 3 st 11 f",11,11.3,-,36,51
3574,MCG 5-27-22,Galaxy,Leo,,Size: 0.5  eF,11,12.2,+,27,37
3587,M 97,Planetary Nebula,UMa,11.2,"Size: 3.2  !!, PN , vB, vL, R, vvg, vsbM",11,14.8,+,55,1
3606,ESO 377-32,Galaxy,Hya,,"eF, S, R, gbM",11,16.2,-,33,49
3623,M 65,Galaxy,Leo,9.3,"Size: 10.0  B, vL, mE 165deg +/- , gbMBN",11,18.9,+,13,5
3626,NGC 3632,Galaxy,Leo,10.9,"Size: 3.1  B, S, vlE, sbM",11,20.1,+,18,21
3627,M 66,Galaxy,Leo,9,"Size: 8.7  B, vL, mE 150deg , mbM, 2 st ",11,20.2,+,12,59
3696,NGC 3704?,Galaxy,Crt,,"eF, eS, R, bMN",11,28.8,-,11,15
3727,NPM1G -13.0331,Galaxy,Crt,,"eF, eS, R, gbMN, *11 sf 1'",11,33.7,-,13,52
3730,MCG 1-30-3,Galaxy,Crt,,"eF, S, lE 140deg , glbnM",11,34.7,-,9,37
3742,ESO 320-6,Galaxy,Cen,,"pF, pL, vlE, glbM",11,35.4,-,37,56
3745,MCG 4-28-4,Galaxy,Leo,,"Size: 0.4  pB, pS, R",11,37.7,+,22,1
3748,MCG 4-28-7,Galaxy,Leo,,"Size: 0.8  pB, pS, R",11,37.8,+,22,2
3749,ESO 320-8,Galaxy,Cen,,"F, cS, lE, gvlbM",11,35.8,-,37,59
3750,MCG 4-28-8,Galaxy,Leo,,"Size: 0.9  pB, R, cbM, 1st of 3 in line",11,37.9,+,21,58
3752,UGC 6515,,Dra,,"pB, pL",11,37.6,+,75,17
3754,MCG 4-28-11,Galaxy,Leo,,"Size: 0.4  vF, R, 3rd of 3 in line",11,37.9,+,21,59
3760,NGC 3301,,Leo,,"B, pS, mbMN = *13, *11 p 4s , s 175""; = ",10,36.9,+,21,53
3766,OCL 860,Open Cluster,Cen,5.3,"Size: 12.  Cl, pL, pRi, pC, st 8...13",11,36.1,-,61,37
3771,,Galaxy,Crt,,"vF, eS, R, *10 p 15s",11,38.4,-,9,20
3776,ZWG 12. 45,Galaxy,Vir,,"eF, vS",11,38.3,-,3,20
3779,IC 717,,Crt,,eeF,11,38.9,-,10,37
3803,,Galaxy,Leo,,"vF, S, R",11,40.3,+,17,49
3834,MCG 3-30-65,Galaxy,Leo,,"Size: 1.9  vF, vS, slbMN *13",11,43.6,+,19,5
3847,NGC 3856,,UMa,,"F, S, R, psbM",11,44.2,+,33,21
3855,IC 2953,,UMa,,"eF, vS",11,44.3,+,33,20
3856,NGC 3847,,UMa,,"vF, R, bM",11,44.4,+,33,20
3874,,Double Star,Vir,,"vF, vS, suspected",11,45.8,+,8,33
3903,ESO 378-24,Galaxy,Cen,,"pB, cS, vlE, lbM",11,49.1,-,37,30
3905,MCG 1-30-35,Galaxy,Crt,,"Size: 1.8  vF, L, dif",11,49.1,-,9,44
3908,NPM1G +12.0292,Galaxy,Leo,,"F, vS, R, mbM",11,49.9,+,12,11
3918,PK 294+4.1,Planetary Nebula,Cen,8,"Size: 0.2  PN , !, S, R, blue, = *7, d =",11,50.3,-,57,11
3992,M 109,Galaxy,UMa,9.8,"Size: 7.6  cB, vL, pmE, sbMBrN; = M109",11,57.6,+,53,23
4007,NGC 4005,,Leo,,"eF, vS; = 4005",11,58.2,+,25,8
4009,,Galaxy,Leo,,"vF, eS",11,58.4,+,25,13
4034,UGC 7006,Galaxy,Dra,,"eF, S, iF, gvlbM",12,1.5,+,69,19
4035,MCG 3-31-10,Galaxy,Crv,,"Size: 1.4  eF, pL, *9 45deg +/-",12,0.5,-,15,57
4038,ESO 572-47,Galaxy,Crv,10.7,"Size: 2.6  pB, cL, R, vgbM",12,1.9,-,18,52
4039,ESO 572-48,Galaxy,Crv,13,"Size: 3.2  pF, pL",12,1.9,-,18,53
4056,,Galaxy,Com,,"eF, vS",12,4,+,20,19
4057,NGC 4065,Galaxy,Com,,pB (decl very doubtful),12,5.3,+,20,19
4069,,Galaxy,Com,,"vF, vS",12,4.2,+,20,20
4107,NGC 4078,,Vir,,"pB, S, lE, *10-11 np",12,6.7,+,10,36
4112,ESO 321-6,Galaxy,Cen,,"F, S, vlE, glbM, 3 B st nr",12,7.1,-,40,11
4154,NGC 4149,Star,UMa,,"vF, S, E 90deg +/-",12,10.7,+,58,21
4176,,Galaxy,Vir,,"eF, vS, R, slbM, *10",12,12.7,-,9,8
4192,M 98,Galaxy,Com,10.1,"Size: 9.5  B, vL, vmE 152deg , vsvmbM; =",12,13.8,+,14,54
4208,NGC 4212,,Com,,nonexistent,12,15.4,+,13,54
4236,UGC 7306,Galaxy,Dra,9.7,"Size: 18.6  vF, eL, mE 160deg +/- , vgbM",12,16.7,+,69,28
4244,UGC 7322,Galaxy,CVn,10.2,"Size: 16.2  pB, vL, eE 43deg , vgbM",12,17.5,+,37,49
4254,M 99,Galaxy,Com,9.8,"Size: 5.4  !! B, L, R, gbM, r, 3-branche",12,18.8,+,14,25
4258,M 106,Galaxy,CVn,8.3,"Size: 18.2  vB, vL, vmE 0deg , sbMBN; = ",12,19,+,47,18
4295,MCG 5-29-68,Galaxy,Com,,"vF, S",12,21.2,+,28,9
4303,M 61,Galaxy,Vir,9.7,"Size: 6.0  vB, vL, vsbM*, biN; = M61",12,21.9,+,4,28
4317,,Star,Com,,"F, S",12,22.6,+,31,3
4321,M 100,Galaxy,Com,9.4,"Size: 6.9  !! pF, vL, R, vg, psbMrN, 2-b",12,22.9,+,15,49
4345,,Star,Dra,,"F, pL, gbM",12,22.7,+,75,20
4372,GCL 19,Globular Cluster,Mus,7.8,"Size: 18.6  glob. cl. , pF, L, R, st 12.",12,25.8,-,72,40
4374,M 84,Galaxy,Vir,9.3,"Size: 5.0  vB, pL, R, psbM, r; = M84",12,25.1,+,12,53
4382,M 85,Galaxy,Com,9.2,"Size: 7.1  vB, pL, R, bM, * np; = M85",12,25.4,+,18,11
4397,,Triple Star,Com,,"vF, S, 4394 sp",12,26,+,18,19
4398,,Star,Vir,,"F, pS, 4390 p 14s , 14' s",12,26.1,+,10,42
4406,M 86,Galaxy,Vir,9.2,"Size: 7.4  vB, L, R, gbMN, r; = M86",12,26.2,+,12,57
4426,,Double Star,Com,,"Cl, F, S",12,27.2,+,27,51
4427,,Double Star,Com,,vF; 2 or 3 F st in neb?,12,27.2,+,27,51
4437,NGC 4517,,Vir,,"F, eE 75deg , *10 nf, place that of *; =",12,32.8,+,0,7
4443,,Star,Vir,,"F, S",12,28.1,+,13,8
4444,ESO 268-10,Galaxy,Cen,,"Size: 1.6  eF, L, R, vgbM",12,28.6,-,43,16
4449,UGC 7592,Galaxy,CVn,9.4,"Size: 5.1  vB, cL, mE, D or bifid, rrr, ",12,28.2,+,44,6
4453,MCG 1-32-73,Galaxy,Vir,,"Size: 0.6  F, pS, bM, r",12,28.7,+,6,30
4472,M 49,Galaxy,Vir,8.4,"Size: 8.9  vB, L, R, mbM, r; = M49",12,29.8,+,8,0
4486,M 87,Galaxy,Vir,8.6,"Size: 7.2  vB, vL, R, mbM, 3rd of 3; = M",12,30.8,+,12,24
4499,ESO 322-22,Galaxy,Cen,,"vF, L, R, vglbM",12,32.1,-,39,58
4501,M 88,Galaxy,Com,9.5,"Size: 6.9  B, vL, vmE; = M88",12,32,+,14,25
4520,IC 799,Galaxy,Vir,,"vF, S, 2 vS st inv",12,33.8,-,7,23
4548,M 91,Galaxy,Com,10.2,"Size: 5.4  B, L, lE, lbM; = M91",12,35.4,+,14,30
4552,M 89,Galaxy,Vir,9.8,"Size: 4.2  pB, pS, R, gmbM; = M89",12,35.7,+,12,33
4553,ESO 322-30,Galaxy,Cen,,"Size: 2.1  F, vlE, glbM",12,36.1,-,39,27
4559,UGC 7766,Galaxy,Com,9.9,"Size: 10.5  vB, vL, mE 150deg , gbM, 3 s",12,36,+,27,58
4565,UGC 7772,Galaxy,Com,9.6,"Size: 16.2  B, eL, eE 135deg , vsbMN = *",12,36.3,+,25,59
4569,M 90,Galaxy,Vir,9.5,"Size: 9.5  pL, bMN; = M90",12,36.8,+,13,10
4573,ESO 268-26,Galaxy,Cen,,"vF, S, *10 n 30""",12,37.7,-,43,37
4574,ESO 380-49,Galaxy,Cen,,"vF, L, lE, vglbM",12,37.7,-,35,30
4579,M 58,Galaxy,Vir,9.8,"Size: 5.4  B, L, iR, vmbM, r; = M58",12,37.7,+,11,49
4582,,Star,Vir,,*12 in F neb,12,38.2,+,0,11
4590,M 68,Globular Cluster,Hya,8.2,"Size: 12.0  glob. cl. , L, eRi, vC, iR, ",12,39.5,-,26,45
4594,M 104,Galaxy,Vir,8.3,"Size: 8.9  !, vB, vL, eE 92deg , vsmbMN;",12,40,-,11,37
4601,ESO 322-50,Galaxy,Cen,,"Size: 2.2  eF, L, R, pslbM, p of 2",12,40.8,-,40,54
4609,OCL 890,Open Cluster,Cru,6.9,"Size: 5.  Cl, pL, pC, cE, st 10",12,42.3,-,62,58
4616,ESO 322-56,Galaxy,Cen,,"Size: 1.6  eF, vS, R, * att nf, p of 2",12,42.3,-,40,39
4621,M 59,Galaxy,Vir,9.8,"Size: 5.1  B, pL, lE, vsvmbM, 2 st p; = ",12,42,+,11,39
4622,ESO 322-57,Galaxy,Cen,,"Size: 2.1  pF, S, R, pslbM, f of 2",12,42.6,-,40,45
4629,UGC 7869,Double Star,Vir,,"pB, pL, E, lbM; biN?",12,42.6,-,1,21
4631,UGC 7865,Galaxy,CVn,9.3,"Size: 15.1  !, vB, vL, eE 70deg +/- , bM",12,42.1,+,32,32
4649,M 60,Galaxy,Vir,8.8,"Size: 7.2  vB, pL, R, f of Dneb; = M60",12,43.7,+,11,33
4650,ESO 322-67,Galaxy,Cen,,"vF, R, bM, r",12,44.3,-,40,44
4657,,Galaxy,CVn,,"Size: 1.2  !, pF, L, E 90deg +/- , nf of",12,44.2,+,32,12
4661,NGC 4650B,Galaxy,Cen,,"Size: 1.1  F, pL, R, gbM",12,45.2,-,40,49
4664,NGC 4624,,Vir,,"pB, 2 S st in M, S* p; = 4665",12,45.1,+,3,3
4672,ESO 322-73,Galaxy,Cen,,"Size: 1.9  eF, S, R, vgbM",12,46.3,-,41,43
4681,ESO 268-40,Galaxy,Cen,,"pF, S, R, gbM",12,47.5,-,43,20
4697,MCG 1-33-10,Galaxy,Vir,9.3,"Size: 6.0  vB, L, lE 45deg +/- , smbMN",12,48.6,-,5,48
4709,ESO 323-3,Galaxy,Cen,,"Size: 2.7  pB, cS, R, gbM",12,50.1,-,41,23
4728,NGC 4728A,Galaxy,Com,,"Size: 1.1  eF, eS",12,50.5,+,27,26
4729,ESO 323-16,Galaxy,Cen,,"Size: 1.3  neb, 1st of 3, p & a little s",12,51.8,-,41,8
4730,ESO 323-17,Galaxy,Cen,,Size: 1.2  2nd of 3,12,52,-,41,9
4736,M 94,Galaxy,CVn,8.2,"Size: 11.0  vB, L, iR, vsvmbMBN, r; = M9",12,50.9,+,41,7
4740,IC 3864,Galaxy,Crv,,"pF, pS, R, mbM; = 4726",12,51.5,-,14,13
4743,ESO 323-21,Galaxy,Cen,,"F, R, gbM",12,52.3,-,41,24
4744,ESO 323-22,Galaxy,Cen,,"F, L, E, gbM, 3rd of 3",12,52.4,-,41,4
4745,,Galaxy,Com,,"Size: 0.7  eF, *6 n",12,51.3,+,27,26
4748,MCG 2-33-34,Galaxy,Crv,,"F, vS, iR, gbM",12,52.2,-,13,24
4751,ESO 323-29,Galaxy,Cen,,"B, pS, R, vg, vsmbM",12,52.9,-,42,40
4752,,Star,Com,,"vF, S, E, r",12,52.3,+,13,29
4755,OCL 892,Open Cluster,Cru,4.2,"Size: 10.  Cl, vL, st vB (kappa Cru)",12,53.6,-,60,20
4768,,Star,Vir,,"vF, vS, p 4770 on parallel",12,53.3,-,9,32
4769,,Double Star,Vir,,"vF, vS, p 4770 on parallel",12,53.3,-,9,32
4792,NPM1G -12.0432,Galaxy,Crv,,"Size: 1.1  vS, R, 7' nnp of 4794",12,55.1,-,12,30
4805,,Galaxy,Com,,vF,12,55.4,+,27,57
4811,ESO 323-47,Galaxy,Cen,,"eF, cS, R, gbM, p of 2",12,56.9,-,41,48
4812,ESO 323-48,Galaxy,Cen,,"eF, S, R, gbM, f of 2",12,56.9,-,41,49
4823,,,Vir,,"vS, sp of 4825",12,57.4,-,13,44
4824,,Galaxy,Com,,"vF, vS",12,56.6,+,27,31
4826,M 64,Galaxy,Com,8.5,"Size: 9.3  ! vB, vL, vmE 120deg +/- , bM",12,56.7,+,21,41
4829,NPM1G -13.0404,Galaxy,Vir,,"vS, sf 4825",12,57.3,-,13,44
4832,ESO 323-51,Galaxy,Cen,,"pF, vS, R, sbM *17, *10 70deg",12,57.8,-,39,44
4833,Lac I-4,Globular Cluster,Mus,7.4,"Size: 13.5  glob. cl. , B, L, R, g, vsbM",12,59.6,-,70,53
4844,,Star,Vir,,"F, S",12,58.1,-,13,4
4847,,Galaxy,Vir,,"F, S neb*, *9 p 40s  on parallel",12,58.5,-,13,8
4870,,Galaxy,CVn,,"pF, lE, bet 2 st",12,59.3,+,37,0
4882,NGC 4886,,Com,,"vF, S, others near",13,0,+,27,59
4889,NGC 4884,Galaxy,Com,11.4,"Size: 3.0  pB, pmE, bM, *7 n",13,0.1,+,27,58
4891,,Star,Vir,,F neb*,13,0.8,-,13,26
4909,ESO 269-35,Galaxy,Cen,,"eF, 3 or 4 st 11-12 f",13,2,-,42,46
4916,,Galaxy,CVn,,"neb, nf 4914 (?)",13,0.7,+,37,22
4918,,Galaxy,Vir,,"eF, eS, R, bMN, 4915 sp 4'",13,1.8,-,4,30
4930,ESO 323-74,Galaxy,Cen,,"Size: 3.6  vF, R, triangle 2 st 8, 9, f",13,4.1,-,41,25
4945,Dunlop 411,Galaxy,Cen,9,"Size: 20.0  B, vL, vmE 39deg",13,5.4,-,49,28
4946,ESO 269-45,Galaxy,Cen,,"B, pS, R, gpmbM, p of 2",13,5.4,-,43,36
4949,,Galaxy,Com,,"eF, S",13,4.2,+,29,2
4950,ESO 269-47,Galaxy,Cen,,"eF, S, R, pslbM, f of 2",13,5.5,-,43,31
4953,ESO 382-8,Galaxy,Cen,,"vF, pS, am 3 S st",13,6.1,-,37,34
4960,NGC 4961,Galaxy,Com,,"F, S, R, N = *16",13,5.8,+,27,33
4973,IC 847,,UMa,,"vF, S",13,5.5,+,53,41
4975,MCG 1-34-2,Galaxy,Vir,,"Size: 0.5  vF, vS, R, psbM",13,8,-,5,1
4982,,Asterism,Vir,,"vF, S",13,8.8,-,10,35
4988,ESO 269-55,Galaxy,Cen,,"vF, S, E, r",13,9.8,-,43,6
4994,NGC 4993,Galaxy,Hya,,"pF, cS, R, slbM, am st; = 4993",13,9.8,-,23,23
5005,UGC 8256,Galaxy,CVn,9.8,"Size: 5.4  vB, vL, vmE 66deg , vsbMN",13,10.9,+,37,3
5024,M 53,Globular Cluster,Com,7.7,"Size: 12.6  !, glob. cl. , B, vC, iR, vv",13,12.9,+,18,10
5036,NPM1G -03.0451,Galaxy,Vir,,"eF, vS, R, gbM, 1st of 2",13,14.7,-,4,11
5039,,Galaxy,Vir,,"eF, eS, E 45deg , 2nd of 2",13,14.9,-,4,10
5051,ESO 444-1,Galaxy,Hya,,"Size: 1.4  neb, nf of 2",13,16.3,-,28,17
5055,M 63,Galaxy,CVn,8.6,"Size: 12.3  vB, L, pmE 120deg +/- , vsmb",13,15.8,+,42,2
5062,ESO 382-35,Galaxy,Cen,,"eF, vS, E, r",13,18.4,-,35,26
5063,ESO 382-36,Galaxy,Cen,,"eF, vS, R, * nr",13,18.4,-,35,20
5067,,Double Star,Vir,,"vF, vS",13,18.4,-,10,8
5082,ESO 269-89,Galaxy,Cen,,"Size: 3.1  vF, S, R, 1st of 4",13,20.9,-,43,42
5086,,Galaxy,Cen,,"eF, vS, R, 2nd of 4",13,21.2,-,43,46
5091,ESO 270-4,Galaxy,Cen,,"Size: 2.2  cF, S, vlE, 4th of 4",13,21.2,-,43,44
5097,2SZ 37,Galaxy,Vir,,"eF, eS, R, stell, nearly bet 2 st",13,20.9,-,12,29
5099,NPM1G -12.0449,Galaxy,Vir,,"eF, eS, R",13,21.3,-,13,4
5106,NGC 5100-1,Star,Vir,,"vF, vS; decl very doubtful",13,21.7,+,8,29
5110,NGC 5111,Galaxy,Vir,,"eF, pS, R, in line with 2 pB st",13,22.5,-,13,5
5128,Dunlop 482,Galaxy,Cen,7,"Size: 18.2  !!, vB, vL, vmE 122deg , bif",13,25.5,-,43,1
5139,Omega Centauri,Globular Cluster,Cen,3.7,"Size: 36.3  !!!, glob. cl. , omega Cen",13,26.8,-,47,29
5148,MCG 1-34-21,Galaxy,Vir,,"Size: 1.1  eF, S",13,26.6,+,2,19
5160,,Double Star,Vir,,pF (vF D* with F* close?),13,28.3,+,5,59
5194,M 51,Galaxy,CVn,8.4,"Size: 11.0  !!!, great spiral neb M51",13,29.9,+,47,12
5200,,Double Star,Vir,,*12 in F neb,13,31.7,-,0,2
5219,NGC 5244,Galaxy,Cen,,"vF, S, R, * n, nr; = 5244",13,38.7,-,45,51
5220,ESO 383-36,Galaxy,Cen,,"vF, S, R, *10 f",13,35.9,-,33,28
5226,,Galaxy,Vir,,"eF, pS, 5221 sp",13,35,+,13,54
5236,M 83,Galaxy,Hya,7.6,"Size: 11.2  !! vB, vL, E 55deg , esbMN, ",13,37,-,29,52
5237,ESO 270-22,Galaxy,Cen,,"F, pL, cE, vglbM",13,37.6,-,42,52
5244,NGC 5219,Galaxy,Cen,,"vF, S, R, vglbM, *13 att",13,38.6,-,45,53
5245,ZWG 45. 48,Galaxy,Vir,,"vF, vS",13,37.5,+,3,53
5248,UGC 8616,Galaxy,Boo,10.2,"Size: 6.5  B, L, E 150deg , psbMrN",13,37.5,+,8,53
5268,,?,Vir,,a nebula,13,42.1,-,13,52
5272,M 3,Globular Cluster,CVn,6.4,"Size: 16.2  !!, glob. cl. , eB, vL, vsmb",13,42.2,+,28,23
5286,Dunlop 388,Globular Cluster,Cen,7.6,"Size: 9.1  glob. cl. , vB, pL, R, rrr, s",13,46.4,-,51,22
5291,ESO 445-30,Galaxy,Cen,,"Size: 1.4  vF, R, vlbM, **  p",13,47.4,-,30,25
5310,,Star,Vir,,*12 in F neb,13,49.8,+,0,4
5367,ESO 325-N*36,Nebula,Cen,,"Size: 4.  !, vB, vL, vl, vsmbM **",13,57.7,-,39,59
5369,,Galaxy,Vir,,"vF, vS, R",13,56.8,-,5,29
5397,ESO 384-31,Galaxy,Cen,,"vF, S, R, gbM",14,1.2,-,33,57
5404,,Double Star,Vir,,*12 in neb,14,1.1,+,0,5
5408,PK 317+19.1,Planetary Nebula,Cen,,"eF, E bet 2 vS st",14,3.3,-,41,23
5428,,Star,Vir,,1st of 2 nr 5427,14,3.4,-,6,2
5429,,Star,Vir,,"2nd of 2, in line with 5426-7",14,3.4,-,6,2
5432,,Star,Vir,,vF,14,3.6,-,5,57
5435,,Star,Vir,,"vF, *10-11 close f",14,3.8,-,5,54
5446,NGC 5438,Galaxy,Boo,,"eF, eS",14,5.1,+,9,37
5447,,Nebulosity in External Galaxy,UMa,,"pB, S, R, gmbM, conn with M101",14,2.5,+,54,17
5449,,Nebulosity in External Galaxy,UMa,,"vF, pL, gvlbM, conn with M101",14,2.5,+,54,19
5450,,Nebulosity in External Galaxy,UMa,,"F, pS, iR, glbM, conn with M101",14,2.5,+,54,14
5451,,Nebulosity in External Galaxy,UMa,,"vF, pL, iR, vlbM, conn with M101",14,2.7,+,54,22
5453,,Nebulosity in External Galaxy,UMa,,"F, pL, lE, vlbM, conn w M101",14,3,+,54,18
5455,,Nebulosity in External Galaxy,UMa,,"pB, pS, R, psbM, conn w M101",14,3,+,54,12
5457,M 101,Galaxy,UMa,7.7,"Size: 26.9  pB, vL, iR, g, vsmbMBSN; = M",14,3.2,+,54,21
5459,UGC 9005,,Boo,,"F, S, lE, pB* sp",14,5.3,+,13,8
5461,,Nebulosity in External Galaxy,UMa,,"B, pS, R, psbM, conn with M101",14,3.7,+,54,19
5462,,Nebulosity in External Galaxy,UMa,,"pB, pL, iR, gbM, conn with M101",14,3.9,+,54,22
5467,IC 973,Star,Vir,,"eF, vS, sp 5468",14,6.5,-,5,29
5471,MCG 9-23-30,Nebulosity in External Galaxy,UMa,,"F, S, R, *12-13 p",14,4.6,+,54,24
5488,IC 4375,Galaxy,Cen,,"F, R, *8 s nr; = IC 4375",14,8,-,33,18
5509,MCG 4-34-3,Galaxy,Boo,,"vF, S, R, stellar Nucl",14,12.3,+,24,39
5519,NGC 5570,,Boo,,"vF, pL, *10 p",14,14.4,+,7,26
5570,NGC 5519,Galaxy,Boo,,"F, S, iR",14,19.4,+,7,26
5588,NGC 5589,Double Star,Boo,,"vF, R, gbM",14,21.5,+,35,7
5609,,Galaxy,Boo,,eeF,14,23.9,+,34,50
5632,,Galaxy,Vir,,"neb, *11 f 150s",14,28.3,-,0,12
5655,UGC 9333,Galaxy,Boo,,"eeF, sf of 2",14,31,+,13,59
5664,IC 4455,,Lib,,"pF, S, E, gbM",14,33.7,-,14,35
5670,ESO 272-19,Galaxy,Lup,,"Size: 2.0  vF, S, cE, bet 2 st",14,35.7,-,45,57
5671,UGC 9297,,UMi,,"vF, pL, R, bM",14,27.7,+,69,38
5688,ESO 272-22,Galaxy,Lup,,"Size: 3.9  F, S, vgbM, am st",14,39.5,-,45,2
5694,GCL 29,Globular Cluster,Hya,10.2,"Size: 3.6  cB, cS, R, psbM, r, *9.5 sp",14,39.6,-,26,32
5726,ESO 580-G012,,Lib,,"F, S, R, gbM, *10.5 np 3'",14,42.9,-,18,26
5730,UGC 9456,,Boo,,"vF, cS, E 90deg +/-",14,40.3,+,42,45
5744,ESO 580-23,Galaxy,Lib,,"eF, vS, neb?",14,43.9,-,18,29
5782,UGC 9602,,Boo,,"eF, vS, E, * nr sf",14,55.9,+,11,53
5786,ESO 327-37,Galaxy,Cen,,"F, mE, B* sf",14,59,-,42,1
5801,NPM1G -13.0467,Galaxy,Lib,,"vF, vS, sbM, 1st of 3",15,0.4,-,13,54
5802,NPM1G -13.0469,Galaxy,Lib,,"vF, vS, sbM, 2nd and brightest",15,0.5,-,13,55
5803,NPM1G -13.0470,,Lib,,"vF, vS, sbM, 3rd of 3",15,1,-,13,54
5804,UGC 9627,Galaxy,Boo,,"vF, vS, vsmbM, *6 nr",14,55.7,+,49,39
5805,,Galaxy,Boo,,S,14,55.9,+,49,43
5808,NGC 5819,,UMi,,"vF, S, iR, bet 2 st",14,53.8,+,73,1
5823,OCL 936,Open Cluster,Cir,7.9,"Size: 10.  Cl, cL, Ri, lCM, st 13...14",15,5.7,-,55,36
5834,NGC 5824,,Lup,,"eeF? B, stellar; = 5824",15,4,-,33,4
5843,ESO 387-4,Galaxy,Lup,,"Size: 2.0  vF, S, lE, vlbM, r",15,7.5,-,36,20
5868,NGC 5865,,Vir,,"eF, 5869 s 3'; = 5865",15,9.9,+,0,31
5871,,Star,Vir,,"eF, forms trapez with 3 neb p",15,10.1,+,0,31
5877,,Triple Star,Lib,,"vF, S, *12 att n",15,12.8,-,4,56
5881,IC 1100,,Dra,,"pF, cS, R, vgbM (place?)",15,9.1,+,62,57
5883,MCG 2-39-14,Galaxy,Lib,,"vF, pS, stellar N",15,15.2,-,14,37
5884,,,Boo,,"only 2 F st (pos 170deg , dist 7"")",15,13.2,+,31,52
5901,,Star,Boo,,"close n of 5900, eF, S",15,15.1,+,42,12
5904,M 5,Globular Cluster,Ser,5.8,"Size: 17.4  !!, glob. cl. , vB, L, eCM, ",15,18.6,+,2,5
5973,,Galaxy,Lib,,"F, S, iR",15,40.2,-,8,37
6000,ESO 450-20,Galaxy,Sco,,"Size: 1.9  vF, S, R, sbM",15,49.9,-,29,24
6025,OCL 939,Open Cluster,TrA,5.1,"Size: 12.  Cl, B, vL, pRi, lC, st 7...",16,3.7,-,60,30
6026,PK 341+13.1,Planetary Nebula,Lup,,"Size: 0.8  F, S, R, gpmbM, triangle of s",16,1.4,-,34,32
6039,NGC 6042,Star,Her,,"eeF, vS, R, sp of 3 in line",16,4.4,+,17,42
6053,NGC 6057,Star,Her,,"eeF, S, R, v diffic; = IC 1180",16,5.4,+,18,8
6059,,,Oph,,"vF, S, R",16,7.4,-,6,25
6067,OCL 953,Open Cluster,Nor,5.6,"Size: 13.  Cl, vB, vL, vRi, lC, st 10...",16,13.2,-,54,13
6079,IC 1200,,Dra,,"vF, vS",16,4.5,+,69,38
6093,M 80,Globular Cluster,Sco,7.2,"Size: 8.9  !! glob. cl. , vB, L, vmbM (v",16,17,-,22,59
6101,GCL 40,Globular Cluster,Aps,9.3,"Size: 10.7  glob. cl. , pF, L, iR, vgbM,",16,25.8,-,72,12
6111,MCG 11-20-7,,Dra,,"vF, pS, lE, D* nr s",16,15.5,+,62,44
6121,M 4,Globular Cluster,Sco,5.9,"Size: 26.3  Cl, 8 or 10 B st line, with ",16,23.6,-,26,32
6124,Dunlop 514,Open Cluster,Sco,5.8,"Size: 29.  Cl, B, L, pRi, lCM, st 9...11",16,25.6,-,40,40
6148,,Galaxy,Her,,"vF, S, with st",16,27.1,+,24,5
6169,OCL 984,Open Cluster,Nor,7,"Size: 7.  Cl, mu Nor inv",16,34.1,-,44,3
6171,M 107,Globular Cluster,Oph,8.1,"Size: 10.0  glob. cl. , L, vRi, vmC, R, ",16,32.5,-,13,3
6193,OCL 975,Open Cluster,Ara,5.2,"Size: 15.  Cl, vL, lRi, lC, rrr, F neb i",16,41.3,-,48,46
6199,,Star,Her,,eF,16,39,+,36,6
